2023-01,1281
2023-02,1178
2023-03,1524
2023-04,1274
2023-05,1279
2023-06,1394
2023-07,1193
2023-08,1098
2023-09,1124
2023-10,1211	
2023-11,1907
2023-12,1386
2024-01,529
2024-02,1502
2024-03,1586
2024-04,1776
2024-05,2162
2024-06,1312
2024-07,1377
2024-08,1441
2024-09,1116
2024-10,1017
2024-11,894
2024-12,758
